id,title,author,publisher,quantity,created_at,category_id
4861,Creative Visualization: Use the Power of Your Imagination to Create What You Want in Your Life,Shakti Gawain,Personal,49,2024-06-05 21:03:33,7
4862,Metro Girl,Janet Evanovich,Personal,79,2024-06-05 21:03:33,9
4863,UNKNOWN_4895,"Colleen Hoover, Tarryn Fisher",Personal,73,2024-06-05 21:03:33,11
4864,Second Grave on the Left,Darynda Jones,Personal,76,2024-06-05 21:03:33,10
4865,Katherine,"Anya Seton, Philippa Gregory",Personal,61,2024-06-05 21:03:33,6
4866,A Short History of Tractors in Ukrainian,Marina Lewycka,Personal,50,2024-06-05 21:03:33,12
4867,UNKNOWN_4899,Kimberly McCreight,Personal,32,2024-06-05 21:03:33,12
4868,Industrial Magic,Kelley Armstrong,Personal,48,2024-06-05 21:03:33,7
4869,Le Petit Nicolas,"René Goscinny, Jean-Jacques Sempé",Personal,27,2024-06-05 21:03:33,3
4870,The Atlantis Plague,A.G. Riddle,Personal,76,2024-06-05 21:03:33,10
4871,We Were Soldiers Once... and Young: Ia Drang - the Battle That Changed the War in Vietnam,"Harold G. Moore, Joseph L. Galloway",Personal,14,2024-06-05 21:03:33,10
4872,Whiteout,Ken Follett,Personal,41,2024-06-05 21:03:33,1
4873,A Distant Mirror: The Calamitous 14th Century,Barbara W. Tuchman,Personal,67,2024-06-05 21:03:33,4
4875,The Game,Neil Strauss,Personal,78,2024-06-05 21:03:33,8
4876,"""N"" is for Noose",Sue Grafton,Personal,60,2024-06-05 21:03:33,12
4877,Just Like Heaven,Julia Quinn,Personal,70,2024-06-05 21:03:33,12
4878,Percy Jackson and the Olympians,"Rick Riordan, Tk",Personal,31,2024-06-05 21:03:33,6
4879,Catch Me,Lisa Gardner,Personal,11,2024-06-05 21:03:33,3
4880,The Shop on Blossom Street,Debbie Macomber,Personal,10,2024-06-05 21:03:33,11
4881,Starless Night (Legacy of the Drow #2),R.A. Salvatore,Personal,71,2024-06-05 21:03:33,2
4882,Night Fall,Nelson DeMille,Personal,67,2024-06-05 21:03:33,11
4883,"Trials of Death (Cirque du Freak, #5) ",Darren Shan,Personal,26,2024-06-05 21:03:33,3
4884,Robert Ludlum's The Bourne Objective,"Eric Van Lustbader, Robert Ludlum",Personal,59,2024-06-05 21:03:33,1
4885,The Score,Elle Kennedy,Personal,57,2024-06-05 21:03:33,9
4886,Even Now,Karen Kingsbury,Personal,56,2024-06-05 21:03:33,12
4887,Testimony,Anita Shreve,Personal,42,2024-06-05 21:03:33,1
4888,Magic Rises,Ilona Andrews,Personal,43,2024-06-05 21:03:33,6
4889,Whispers Under Ground,Ben Aaronovitch,Personal,39,2024-06-05 21:03:33,2
4890,Unlucky 13,"James Patterson, Maxine Paetro",Personal,36,2024-06-05 21:03:33,12
4891,The Best Laid Plans,Sidney Sheldon,Personal,79,2024-06-05 21:03:33,1
4892,Nation,Terry Pratchett,Personal,30,2024-06-05 21:03:33,7
4893,Secrets of a Summer Night,Lisa Kleypas,Personal,68,2024-06-05 21:03:33,2
4894,Red,Ted Dekker,Personal,55,2024-06-05 21:03:33,9
4895,A Trick of the Light,Louise Penny,Personal,31,2024-06-05 21:03:33,3
4896,White Hot Kiss,Jennifer L. Armentrout,Personal,76,2024-06-05 21:03:33,2
4897,Pandora Hearts 1,"Jun Mochizuki, 望月淳",Personal,68,2024-06-05 21:03:33,9
4898,At the Mountains of Madness,H.P. Lovecraft,Personal,24,2024-06-05 21:03:33,8
4899,Lit,Mary Karr,Personal,57,2024-06-05 21:03:33,1
4900,"Dragonsdawn (Pern: Dragonriders of Pern, #6)",Anne McCaffrey,Personal,77,2024-06-05 21:03:33,10
4901,Mockingbird,Kathryn Erskine,Personal,76,2024-06-05 21:03:33,9
4902,28 حرف,أحمد حلمي,Personal,18,2024-06-05 21:03:33,11
4903,I Kissed Dating Goodbye: New Attitude Toward Romance and Relationship,Joshua Harris,Personal,65,2024-06-05 21:03:33,10
4904,The Egypt Game,Zilpha Keatley Snyder,Personal,75,2024-06-05 21:03:33,3
4905,Ellen Foster,Kaye Gibbons,Personal,55,2024-06-05 21:03:33,7
4906,Sämtliche Erzählungen,"Franz Kafka, Nahum N. Glatzer, John Updike, Willa Muir, Edwin Muir, Tania Stern, James Stern, Ernst Kaiser, Eithne Wilkins",Personal,55,2024-06-05 21:03:33,2
4907,Veganomicon: The Ultimate Vegan Cookbook,"Isa Chandra Moskowitz, Terry Hope Romero",Personal,77,2024-06-05 21:03:33,4
4908,"Test of the Twins (Dragonlance Legends, #3)","Margaret Weis, Tracy Hickman",Personal,60,2024-06-05 21:03:33,2
4909,Wise Blood,Flannery O'Connor,Personal,43,2024-06-05 21:03:33,5
4910,Kürk Mantolu Madonna,Sabahattin Ali,Personal,79,2024-06-05 21:03:33,7
4911,Running with the Demon,Terry Brooks,Personal,35,2024-06-05 21:03:33,6
4912,In His Steps,Charles M. Sheldon,Personal,69,2024-06-05 21:03:33,8
4913,Lothaire,Kresley Cole,Personal,77,2024-06-05 21:03:33,2
4914,Knuffle Bunny Too: A Case of Mistaken Identity,Mo Willems,Personal,70,2024-06-05 21:03:34,12
4915,The Whole Truth,David Baldacci,Personal,38,2024-06-05 21:03:34,11
4916,Out of the Easy,Ruta Sepetys,Personal,26,2024-06-05 21:03:34,10
4917,Batman: The Man Who Laughs,"Ed Brubaker, Doug Mahnke, Patrick Zircher, Aaron Sowd, Steve Bird",Personal,14,2024-06-05 21:03:34,2
4918,Midnight,Erin Hunter,Personal,79,2024-06-05 21:03:34,4
4919,The Hard Thing about Hard Things: Building A Business When There Are No Easy Answers,Ben Horowitz,Personal,54,2024-06-05 21:03:34,9
4920,UNKNOWN_4953,Jessica Sorensen,Personal,45,2024-06-05 21:03:34,11
4921,The Illearth War,Stephen R. Donaldson,Personal,76,2024-06-05 21:03:34,1
4922,My Booky Wook,Russell Brand,Personal,28,2024-06-05 21:03:34,7
4923,Shadow Spell,Nora Roberts,Personal,73,2024-06-05 21:03:34,8
4924,Just My Type: A Book About Fonts,Simon Garfield,Personal,64,2024-06-05 21:03:34,9
4925,Promises in Death,J.D. Robb,Personal,52,2024-06-05 21:03:34,8
4926,"Love Is a Dog from Hell: Poems, 1974-1977",Charles Bukowski,Personal,44,2024-06-05 21:03:34,10
4927,The Fifth Season,N.K. Jemisin,Personal,15,2024-06-05 21:03:34,3
4928,UNKNOWN_4961,R.D. Ronald,Personal,44,2024-06-05 21:03:34,8
4929,The Analyst,John Katzenbach,Personal,46,2024-06-05 21:03:34,9
4930,Shades of Grey,Jasper Fforde,Personal,61,2024-06-05 21:03:34,6
4931,"That Was Then, This Is Now",S.E. Hinton,Personal,72,2024-06-05 21:03:34,5
4932,The Mysterious Benedict Society and the Prisoner's Dilemma,"Trenton Lee Stewart, Del Roy",Personal,76,2024-06-05 21:03:34,4
4933,The Family Fang,Kevin    Wilson,Personal,26,2024-06-05 21:03:34,1
4934,The Pursuit of Happyness,Chris Gardner,Personal,56,2024-06-05 21:03:34,11
4935,Min kamp 1,Karl Ove Knausgård,Personal,76,2024-06-05 21:03:34,5
4936,A Red Herring Without Mustard,Alan Bradley,Personal,79,2024-06-05 21:03:34,1
4937,No Ordinary Time: Franklin and Eleanor Roosevelt: The Home Front in World War II,Doris Kearns Goodwin,Personal,28,2024-06-05 21:03:34,7
4938,Straight Man,Richard Russo,Personal,35,2024-06-05 21:03:34,12
4939,The Moviegoer,Walker Percy,Personal,10,2024-06-05 21:03:34,5
4940,Вишнëвый сад,"Anton Chekhov, Tom    Murphy",Personal,45,2024-06-05 21:03:34,5
4941,11 Birthdays,Wendy Mass,Personal,45,2024-06-05 21:03:34,1
4942,Unfinished Tales of Númenor and Middle-Earth,"J.R.R. Tolkien, Christopher Tolkien",Personal,22,2024-06-05 21:03:34,4
4943,Sisterhood Everlasting,Ann Brashares,Personal,52,2024-06-05 21:03:34,3
4944,Infinity Welcomes Careful Drivers,Grant Naylor,Personal,57,2024-06-05 21:03:34,7
4945,Coyote Blue,Christopher Moore,Personal,23,2024-06-05 21:03:34,5
4946,فوضى الحواس,"أحلام مستغانمي, Ahlam Mosteghanemi",Personal,33,2024-06-05 21:03:34,10
4947,Orthodoxy,G.K. Chesterton,Personal,52,2024-06-05 21:03:34,6
4948,Fancy Nancy,"Jane O'Connor, Robin Preiss Glasser",Personal,34,2024-06-05 21:03:34,7
4949,The Heart of the Matter,Graham Greene,Personal,43,2024-06-05 21:03:34,2
4950,The Long Haul ,Jeff Kinney,Personal,60,2024-06-05 21:03:34,10
4951,UNKNOWN_4984,"Patricia C. Wrede, Peter de Sève",Personal,19,2024-06-05 21:03:34,1
4952,Sail,"James Patterson, Howard Roughan",Personal,24,2024-06-05 21:03:34,6
4953,The Sleeper and the Spindle,"Neil Gaiman, Chris Riddell",Personal,52,2024-06-05 21:03:34,4
4954,UNKNOWN_4987,Susan Meissner,Personal,56,2024-06-05 21:03:34,11
4955,Beauty's Punishment,"A.N. Roquelaure, Anne Rice",Personal,29,2024-06-05 21:03:34,6
4956,The Negotiator,Dee Henderson,Personal,48,2024-06-05 21:03:34,4
4957,Can Love Happen Twice?,Ravinder Singh,Personal,52,2024-06-05 21:03:34,3
4958,A Lion Among Men,"Gregory Maguire, Douglas Smith",Personal,73,2024-06-05 21:03:34,11
4959,"Shadow of a Dark Queen (The Serpentwar Saga, #1)",Raymond E. Feist,Personal,42,2024-06-05 21:03:34,11
4960,This Boy's Life: A Memoir,Tobias Wolff,Personal,59,2024-06-05 21:03:34,8
4961,Patient Zero,Jonathan Maberry,Personal,15,2024-06-05 21:03:34,5
4962,Death Comes for the Archbishop,Willa Cather,Personal,25,2024-06-05 21:03:34,5
4963,UNKNOWN_4996,Patricia Briggs,Personal,27,2024-06-05 21:03:34,7
4964,The Son of Sobek,Rick Riordan,Personal,62,2024-06-05 21:03:34,6
4965,"Le Tartuffe, ou L’Imposteur","Molière, Martin Sorrell",Personal,58,2024-06-05 21:03:34,6
4966,Passion Unleashed,Larissa Ione,Personal,46,2024-06-05 21:03:34,4
4967,高校デビュー 1,Kazune Kawahara,Personal,72,2024-06-05 21:03:34,3
4968,في ديسمبر تنتهي كل الأحلام,أثير عبدالله النشمي,Personal,29,2024-06-05 21:03:34,8
4969,Just for You,Mercer Mayer,Personal,35,2024-06-05 21:03:34,1
4970,Amazonia,James Rollins,Personal,44,2024-06-05 21:03:34,3
4971, Feeling Good: The New Mood Therapy,David D. Burns,Personal,26,2024-06-05 21:03:34,8
4972,Blue Smoke,Nora Roberts,Personal,58,2024-06-05 21:03:34,12
4973,Predator,Patricia Cornwell,Personal,72,2024-06-05 21:03:34,1
4974,Codependent No More: How to Stop Controlling Others and Start Caring for Yourself,Melody Beattie,Personal,46,2024-06-05 21:03:34,12
4975,Обломов,"Ivan Goncharov, Stephen Pearl, Galya Diment",Personal,70,2024-06-05 21:03:34,9
4976,Inca Gold,Clive Cussler,Personal,12,2024-06-05 21:03:34,11
4977,Delicious!,Ruth Reichl,Personal,79,2024-06-05 21:03:34,3
4978,NurtureShock: New Thinking About Children,"Po Bronson, Ashley Merryman",Personal,44,2024-06-05 21:03:34,7
4979,Wild Fire,Nelson DeMille,Personal,37,2024-06-05 21:03:34,7
4980,Two Little Girls in Blue,Mary Higgins Clark,Personal,57,2024-06-05 21:03:34,12
4981,Daughter of the Empire,"Raymond E. Feist, Janny Wurts",Personal,52,2024-06-05 21:03:34,7
4982,Everlost,Neal Shusterman,Personal,13,2024-06-05 21:03:34,8
4983,Dreams of a Dark Warrior,Kresley Cole,Personal,27,2024-06-05 21:03:34,9
4984,"Theodore Boone, Kid Lawyer","John Grisham, Richard Thomas",Personal,61,2024-06-05 21:03:34,1
4985,Jimmy Corrigan: The Smartest Kid on Earth,Chris Ware,Personal,80,2024-06-05 21:03:34,7
4986,A Year Down Yonder,Richard Peck,Personal,33,2024-06-05 21:03:34,11
4987,Own the Wind,Kristen Ashley,Personal,64,2024-06-05 21:03:34,11
4988,Marina,Carlos Ruiz Zafón,Personal,19,2024-06-05 21:03:34,1
4989,UNKNOWN_5022,Ann Brashares,Personal,74,2024-06-05 21:03:34,2
4990,Written on the Body,Jeanette Winterson,Personal,67,2024-06-05 21:03:34,6
4991,Tiger's Voyage,Colleen Houck,Personal,12,2024-06-05 21:03:34,6
4992,Dean Koontz's Frankenstein: Dead and Alive,Dean Koontz,Personal,28,2024-06-05 21:03:34,10
4993,Genome: The Autobiography of a Species in 23 Chapters,Matt Ridley,Personal,55,2024-06-05 21:03:34,9
4994,The Going-To-Bed Book,Sandra Boynton,Personal,80,2024-06-05 21:03:34,5
4995,Knocked out by my nunga-nungas,Louise Rennison,Personal,79,2024-06-05 21:03:34,11
4996,The Sacrilege: The Antichrist Takes the Throne,"Tim LaHaye, Jerry B. Jenkins",Personal,31,2024-06-05 21:03:34,1
4997,Redeployment,Phil Klay,Personal,78,2024-06-05 21:03:34,11
4998,Going Bovine,Libba Bray,Personal,69,2024-06-05 21:03:34,10
4999,The Postman Always Rings Twice ,James M. Cain,Personal,51,2024-06-05 21:03:34,12
5000,The Dead-Tossed Waves ,Carrie Ryan,Personal,44,2024-06-05 21:03:34,4
5001,Moon Over Manifest,Clare Vanderpool,Personal,53,2024-06-05 21:03:34,3
5002,The Glass Palace,Amitav Ghosh,Personal,31,2024-06-05 21:03:34,3
5003,UNKNOWN_5037,"Jessica Anthony, Rodrigo Corral",Personal,49,2024-06-05 21:03:34,4
5004,UNKNOWN_5038,Lisa Scottoline,Personal,44,2024-06-05 21:03:34,5
5005,The Eye of Minds,James Dashner,Personal,79,2024-06-05 21:03:34,4
5006,4.50 From Paddington,Agatha Christie,Personal,40,2024-06-05 21:03:34,5
5007,Ceremony in Death,J.D. Robb,Personal,56,2024-06-05 21:03:34,3
5008,Kakerlakkene,"Jo Nesbø, Don Bartlett",Personal,62,2024-06-05 21:03:34,8
5009,Grave Surprise,Charlaine Harris,Personal,23,2024-06-05 21:03:34,11
5010,La ciudad de las bestias,"Isabel Allende, Margaret Sayers Peden",Personal,76,2024-06-05 21:03:34,8
5011,أولاد حارتنا,"Naguib Mahfouz, نجيب محفوظ",Personal,63,2024-06-05 21:03:34,8
5012,The Scar,China Miéville,Personal,73,2024-06-05 21:03:34,7
5013,Haunted,Meg Cabot,Personal,44,2024-06-05 21:03:34,1
5014,"Dragondrums (Pern: Harper Hall, #3)",Anne McCaffrey,Personal,51,2024-06-05 21:03:34,3
5015,The Story of Beautiful Girl,Rachel Simon,Personal,10,2024-06-05 21:03:34,2
5016,Galileo's Daughter,Dava Sobel,Personal,13,2024-06-05 21:03:34,7
5017,Mila 18,Leon Uris,Personal,79,2024-06-05 21:03:34,3
5018,UNKNOWN_5052,Allen Say,Personal,46,2024-06-05 21:03:34,2
5019,Sea of Poppies,Amitav Ghosh,Personal,55,2024-06-05 21:03:34,11
5020,Nightfall,"Isaac Asimov, Robert Silverberg",Personal,68,2024-06-05 21:03:34,9
5021,How I Became a Pirate,"Melinda Long, David Shannon",Personal,31,2024-06-05 21:03:34,4
5022,"The Monkey Wrench Gang (Monkey Wrench Gang, #1)",Edward Abbey,Personal,64,2024-06-05 21:03:34,2
5023,Last Night in Twisted River,John Irving,Personal,38,2024-06-05 21:03:34,10
5024,Love wins,Rob Bell,Personal,31,2024-06-05 21:03:34,12
5025,Bite Club,Rachel Caine,Personal,69,2024-06-05 21:03:34,3
5026,A Matter of Honor,Jeffrey Archer,Personal,78,2024-06-05 21:03:34,9
5027,Mr. Perfect,Linda Howard,Personal,69,2024-06-05 21:03:34,3
5028,Up to Me,M. Leighton,Personal,63,2024-06-05 21:03:34,4
5029,Waking Up Married,Mira Lyn Kelly,Personal,72,2024-06-05 21:03:34,2
5030,No Time for Goodbye,Linwood Barclay,Personal,41,2024-06-05 21:03:34,1
5031,"Ida B. . . and Her Plans to Maximize Fun, Avoid Disaster, and (Possibly) Save the World",Katherine Hannigan,Personal,21,2024-06-05 21:03:34,12
5032,The Dragon Keeper,Robin Hobb,Personal,40,2024-06-05 21:03:34,6
5033,A Sand County Almanac,Aldo Leopold,Personal,74,2024-06-05 21:03:34,12
5034,Lassie Come-Home,"Eric Knight, Marguerite Kirmse",Personal,55,2024-06-05 21:03:34,6
5035,The Gruffalo,"Julia Donaldson, Axel Scheffler",Personal,22,2024-06-05 21:03:34,10
5036,The Salmon of Doubt: Hitchhiking the Galaxy One Last Time,Douglas Adams,Personal,15,2024-06-05 21:03:34,3
5037,The City and the Stars,Arthur C. Clarke,Personal,78,2024-06-05 21:03:34,1
5038,東京喰種トーキョーグール 1,"Sui Ishida, 石田 スイ",Personal,61,2024-06-05 21:03:35,6
5039,How to train your dragon,Cressida Cowell,Personal,21,2024-06-05 21:03:35,3
5040,Brief Interviews with Hideous Men,David Foster Wallace,Personal,62,2024-06-05 21:03:35,10
5041,All Around the Town,Mary Higgins Clark,Personal,76,2024-06-05 21:03:35,3
5042,L.A. Candy,Lauren Conrad,Personal,64,2024-06-05 21:03:35,12
5043,The Siren,Kiera Cass,Personal,10,2024-06-05 21:03:35,2
5044,The Quiet Game,Greg Iles,Personal,30,2024-06-05 21:03:35,12
5045,American Sphinx: The Character of Thomas Jefferson,Joseph J. Ellis,Personal,50,2024-06-05 21:03:35,8
5046,Hodejegerne,"Jo Nesbø, Don Bartlett",Personal,54,2024-06-05 21:03:35,9
5048,The Sheltering Sky,Paul Bowles,Personal,59,2024-06-05 21:03:35,10
5049,The Rest of Us Just Live Here,Patrick Ness,Personal,35,2024-06-05 21:03:35,12
5050,The Lady Elizabeth,Alison Weir,Personal,40,2024-06-05 21:03:35,11
5051,The Astronaut Wives Club,Lily Koppel,Personal,72,2024-06-05 21:03:35,6
5052,The Man Who Was Thursday - A Nightmare,"G.K. Chesterton, Jonathan Lethem",Personal,19,2024-06-05 21:03:35,7
5053,Cheaper by the Dozen,"Frank B. Gilbreth Jr., Ernestine Gilbreth Carey",Personal,53,2024-06-05 21:03:35,5
5054,The Monster of Florence: A True Story,"Douglas Preston, Mario Spezi",Personal,45,2024-06-05 21:03:35,1
5055,Winter's Bone,Daniel Woodrell,Personal,36,2024-06-05 21:03:35,12
5056,"Seduced by Moonlighty (Merry Gentry, #3)",Laurell K. Hamilton,Personal,17,2024-06-05 21:03:35,9
5057,Sword Song,Bernard Cornwell,Personal,37,2024-06-05 21:03:35,10
5058,Deceptively Delicious: Simple Secrets to Get Your Kids Eating Good Food,Jessica Seinfeld,Personal,32,2024-06-05 21:03:35,12
5059,The Weight of Water,Anita Shreve,Personal,68,2024-06-05 21:03:35,8
5060,Music of the Heart,Katie Ashley,Personal,35,2024-06-05 21:03:35,2
5061,The Scarlet Feather,Maeve Binchy,Personal,72,2024-06-05 21:03:35,5
5062,UNKNOWN_5097,Aleatha Romig,Personal,53,2024-06-05 21:03:35,4
5063,The Last Hero,"Terry Pratchett, Paul Kidby",Personal,52,2024-06-05 21:03:35,7
5064,Fantastic Voyage,Isaac Asimov,Personal,65,2024-06-05 21:03:35,9
5065,We Wish to Inform You That Tomorrow We Will Be Killed with Our Families,Philip Gourevitch,Personal,29,2024-06-05 21:03:35,5
5066,UNKNOWN_5101,Jonathan Cahn,Personal,75,2024-06-05 21:03:35,7
5067,The English Girl,Daniel Silva,Personal,51,2024-06-05 21:03:35,4
5068,Clara and Mr. Tiffany,Susan Vreeland,Personal,11,2024-06-05 21:03:35,7
5069,The Geography of You and Me,Jennifer E. Smith,Personal,60,2024-06-05 21:03:35,9
5070,Angel ,L.A. Weatherly,Personal,31,2024-06-05 21:03:35,8
5071,"Seeds of Rebellion (Beyonders, #2)",Brandon Mull,Personal,76,2024-06-05 21:03:35,6
5072,Chinese Cinderella: The True Story of an Unwanted Daughter,Adeline Yen Mah,Personal,68,2024-06-05 21:03:35,9
5073,Chosen Prey,John Sandford,Personal,45,2024-06-05 21:03:35,11
5074,UNKNOWN_5109,"Bryan J.L. Glass, Tim Seeley, Hugo Petrus, Raymond E. Feist",Personal,48,2024-06-05 21:03:35,12
5075,UNKNOWN_5110,Vi Keeland,Personal,13,2024-06-05 21:03:35,11
5076,The Black Dagger Brotherhood: An Insider's Guide,J.R. Ward,Personal,74,2024-06-05 21:03:35,6
5077,Head Games ,"Joe Hill, Gabriel Rodríguez",Personal,71,2024-06-05 21:03:35,1
5078,Ramona and Her Father,"Beverly Cleary, Alan Tiegreen",Personal,75,2024-06-05 21:03:35,5
5079,The Secret Adversary,Agatha Christie,Personal,48,2024-06-05 21:03:35,4
5080,Rayuela,"Julio Cortázar, Gregory Rabassa",Personal,11,2024-06-05 21:03:35,1
5082,Stars Above,Marissa Meyer,Personal,32,2024-06-05 21:03:35,9
5083,Clapton: The Autobiography,Eric Clapton,Personal,23,2024-06-05 21:03:35,7
5084,No Logo,Naomi Klein,Personal,58,2024-06-05 21:03:35,12
5085,No Second Chance,Harlan Coben,Personal,79,2024-06-05 21:03:35,3
5086,Fear and Loathing on the Campaign Trail '72,Hunter S. Thompson,Personal,18,2024-06-05 21:03:35,4
5087,Shroud for a Nightingale,P.D. James,Personal,53,2024-06-05 21:03:35,4
5088,First Frost,Sarah Addison Allen,Personal,78,2024-06-05 21:03:35,7
5089,Stories of Your Life and Others ,Ted Chiang,Personal,14,2024-06-05 21:03:35,12
5090,Travesuras de la niña mala,Mario Vargas Llosa,Personal,58,2024-06-05 21:03:35,11
5091,The Girl Who Fell From the Sky,Heidi W. Durrow,Personal,14,2024-06-05 21:03:35,5
5092,Lunar Park,Bret Easton Ellis,Personal,58,2024-06-05 21:03:35,5
5093,"Hide (Detective D.D. Warren, #2) ",Lisa Gardner,Personal,15,2024-06-05 21:03:35,5
5094,Ayat-ayat Cinta,Habiburrahman El-Shirazy,Personal,66,2024-06-05 21:03:35,1
5095,Broken prince,Erin Watt,Personal,46,2024-06-05 21:03:35,1
5096,Manuscrito encontrado em Accra,"Paulo Coelho, Margaret Jull Costa",Personal,23,2024-06-05 21:03:35,2
5097,Save Me,Lisa Scottoline,Personal,19,2024-06-05 21:03:35,7
5098,Weaveworld,Clive Barker,Personal,80,2024-06-05 21:03:35,8
5099,"Loves Music, Loves to Dance",Mary Higgins Clark,Personal,66,2024-06-05 21:03:35,5
5100,The Rivers of Zadaa,D.J. MacHale,Personal,71,2024-06-05 21:03:35,7
5101,Sweet Dreams,Kristen Ashley,Personal,59,2024-06-05 21:03:35,8
5102,Nicholas and Alexandra,Robert K. Massie,Personal,56,2024-06-05 21:03:35,6
5103,Wicked Business,Janet Evanovich,Personal,21,2024-06-05 21:03:35,6
5104,Escape from Mr. Lemoncello's Library,Chris Grabenstein,Personal,51,2024-06-05 21:03:35,9
5105,Friday,Robert A. Heinlein,Personal,19,2024-06-05 21:03:35,5
5106,"Her Mother's Hope (Marta's Legacy, #1)",Francine Rivers,Personal,73,2024-06-05 21:03:35,4
5107,Tuesday,David Wiesner,Personal,19,2024-06-05 21:03:35,10
5108,Red Rabbit,Tom Clancy,Personal,46,2024-06-05 21:03:35,5
5109,Arrows of the Queen (Heralds of Valdemar #1),Mercedes Lackey,Personal,40,2024-06-05 21:03:35,3
5110,Slouching Towards Bethlehem: Essays,Joan Didion,Personal,69,2024-06-05 21:03:35,12
5111,Rise of a Merchant Prince,Raymond E. Feist,Personal,63,2024-06-05 21:03:35,9
5112,Angelfire,Courtney Allison Moulton,Personal,15,2024-06-05 21:03:35,4
5113,Mile 81,Stephen King,Personal,53,2024-06-05 21:03:35,1
5114,The Brooklyn Follies,Paul Auster,Personal,39,2024-06-05 21:03:35,5
5115,The Ironwood Tree,"Holly Black, Tony DiTerlizzi",Personal,47,2024-06-05 21:03:35,7
5116,The Yearling,Marjorie Kinnan Rawlings,Personal,61,2024-06-05 21:03:35,10
5117,Dare You To,Katie McGarry,Personal,30,2024-06-05 21:03:35,7
5118,I Am Ozzy,"Ozzy Osbourne, Chris Ayres",Personal,54,2024-06-05 21:03:35,11
5119,The Sex Lives of Cannibals: Adrift in the Equatorial Pacific,J. Maarten Troost,Personal,22,2024-06-05 21:03:35,7
5120,Touch of Power,Maria V. Snyder,Personal,18,2024-06-05 21:03:35,4
5121,A Virtuous Woman ,Kaye Gibbons,Personal,11,2024-06-05 21:03:35,3
5122,Tears of the Moon,Nora Roberts,Personal,11,2024-06-05 21:03:35,1
5123,"The Vampire Prince (Cirque Du Freak, #6)",Darren Shan,Personal,33,2024-06-05 21:03:35,7
5124,The Sapphire Rose ,David Eddings,Personal,61,2024-06-05 21:03:35,10
5125,Did You Ever Have a Family,Bill Clegg,Personal,43,2024-06-05 21:03:35,12
5126,The Gold Coast,Nelson DeMille,Personal,38,2024-06-05 21:03:35,6
5127,On Death and Dying,Elisabeth Kübler-Ross,Personal,11,2024-06-05 21:03:35,2
5128,14th Deadly Sin,"James Patterson, Maxine Paetro",Personal,53,2024-06-05 21:03:35,11
5129,It Happened One Autumn,Lisa Kleypas,Personal,78,2024-06-05 21:03:35,9
5130,Scarpetta,Patricia Cornwell,Personal,12,2024-06-05 21:03:35,3
5131,"Darkness, Take My Hand",Dennis Lehane,Personal,32,2024-06-05 21:03:35,8
5132,Siege of Darkness,R.A. Salvatore,Personal,77,2024-06-05 21:03:35,3
5133,UNKNOWN_5168,Ellen Hopkins,Personal,57,2024-06-05 21:03:35,10
5134,Play With Me,Kristen Proby,Personal,55,2024-06-05 21:03:35,2
5135,Portrait in Death,J.D. Robb,Personal,41,2024-06-05 21:03:35,3
5136,Second Chance Boyfriend,Monica  Murphy,Personal,37,2024-06-05 21:03:35,12
5137,Y: The Last Man Vol. 4: Safeword,"Brian K. Vaughan, Pia Guerra, Goran Parlov, José Marzán Jr.",Personal,24,2024-06-05 21:03:35,12
5139,Sunshine,Robin McKinley,Personal,17,2024-06-05 21:03:35,5
5140,"""D"" is for Deadbeat ",Sue Grafton,Personal,63,2024-06-05 21:03:35,3
5141,Salvage the Bones,Jesmyn Ward,Personal,41,2024-06-05 21:03:35,4
5142,The Hook Up,Kristen Callihan,Personal,38,2024-06-05 21:03:35,2
5143,Throne of Jade,Naomi Novik,Personal,67,2024-06-05 21:03:35,1
5144,Mornings on Horseback,David McCullough,Personal,40,2024-06-05 21:03:35,5
5145,Y: The Last Man Vol. 7: Paper Dolls,"Brian K. Vaughan, Pia Guerra, Goran Sudžuka, José Marzán Jr.",Personal,59,2024-06-05 21:03:35,1
5146,London: The Novel,Edward Rutherfurd,Personal,29,2024-06-05 21:03:35,3
5147,Silence,Natasha Preston,Personal,45,2024-06-05 21:03:35,6
5148,Sand Omnibus,Hugh Howey,Personal,62,2024-06-05 21:03:35,9
5149,Off to Be the Wizard,Scott  Meyer,Personal,58,2024-06-05 21:03:35,7
5150,Nobody's Fool,Richard Russo,Personal,59,2024-06-05 21:03:35,4
5151,Rage,"Richard Bachman, Stephen King",Personal,71,2024-06-05 21:03:35,2
5152,Germinal,"Émile Zola, Roger Pearson",Personal,40,2024-06-05 21:03:35,1
5153,Ceaseless,Abbi Glines,Personal,37,2024-06-05 21:03:35,7
5154,UNKNOWN_5190,Michael Ondaatje,Personal,17,2024-06-05 21:03:35,9
5155,The Demolished Man,Alfred Bester,Personal,42,2024-06-05 21:03:35,10
5156,Lost In Time,Melissa de la Cruz,Personal,20,2024-06-05 21:03:35,6
5157,Ninth Key,Meg Cabot,Personal,63,2024-06-05 21:03:36,1
5158,Twilight Eyes,Dean Koontz,Personal,64,2024-06-05 21:03:36,2
5159,Find Her,Lisa Gardner,Personal,30,2024-06-05 21:03:36,1
5160,Frigid,"J. Lynn, Jennifer L. Armentrout",Personal,59,2024-06-05 21:03:36,5
5161,De amor y de sombra,"Isabel Allende, Margaret Sayers Peden",Personal,37,2024-06-05 21:03:36,9
5162,The Evolution of Calpurnia Tate,Jacqueline Kelly,Personal,40,2024-06-05 21:03:36,12
